airport_ident,length_ft,width_ft,closed,le_ident,he_ident
CA89,1850.0,60.0,0,01,19
CA89,2800.0,100.0,0,11L,29R
CA89,2800.0,100.0,0,11R,29L
CA90,5280.0,49.0,0,08,26
CA91,74.0,40.0,0,H1,
CA92,3017.0,60.0,0,17,35
CA93,40.0,40.0,0,H1,
CA94,50.0,50.0,0,H1,H1
CA95,50.0,50.0,0,H1,
CA96,42.0,42.0,0,H1,
CA97,2507.0,50.0,0,09,27
CA98,60.0,60.0,0,H1,
CA99,50.0,50.0,0,H1,
CAA2,2870.0,75.0,0,03,21
CAA8,3000.0,75.0,0,15,33
CAD4,4000.0,75.0,0,16,34
CAD5,4000.0,73.0,0,03,21
CAE4,2900.0,50.0,0,06,24
CAF4,4000.0,100.0,0,04,22
CAG3,3200.0,50.0,0,18,36
CAH3,1800.0,60.0,0,13,31
CAH4,3950.0,75.0,0,14,32
CAJ2,2500.0,60.0,0,16,34
CAJ3,3945.0,75.0,0,15,33
CAJ4,2738.0,100.0,1,06,24
CAJ4,3930.0,75.0,0,13,31
CAJ7,4500.0,50.0,0,07,25
CAJ9,4700.0,30.0,0,09,27
CAK3,2600.0,75.0,0,07,25
CAL2,31.0,31.0,0,H1,
CAL3,4600.0,40.0,0,08,26
CAL4,7549.0,148.0,0,13,31
CAM3,1520.0,30.0,0,13,31
CAM4,2500.0,60.0,0,09,27
CAM5,3900.0,66.0,0,13,31
CAN5,2500.0,60.0,0,08,26
CAP3,2400.0,75.0,0,11,29
CAP6,6000.0,100.0,0,11,29
CAQ4,4800.0,75.0,0,15,33
CAQ5,3000.0,75.0,0,12,30
CAR2,2700.0,75.0,0,14,32
CAR4,2400.0,75.0,0,13,31
CAR5,1650.0,75.0,0,05,23
Cark,1640.0,50.0,0,06,24
CAS2,2750.0,40.0,0,06,24
CAS3,2700.0,40.0,0,11,29
CAT1,2000.0,70.0,0,04,22
CAT4,3565.0,75.0,0,11,29
CAT5,2400.0,36.0,0,06,24
CAT5,3600.0,75.0,0,11,29
CAU3,3200.0,50.0,0,18,36
CAU4,5200.0,180.0,0,02,20
CAU4,5018.0,100.0,0,07,25
CAU4,3200.0,180.0,0,15,33
CAV3,1900.0,46.0,0,08,26
CAV4,2700.0,75.0,0,11,29
CAV6,1800.0,60.0,0,11,29
CAW3,3500.0,60.0,0,03,21
CAX5,3200.0,65.0,0,08,26
CAY2,1800.0,60.0,0,08,26
CAY5,2723.0,90.0,0,18,36
CAZ5,3280.0,75.0,0,15,33
CBA8,2461.0,50.0,0,07,25
CBA9,5600.0,60.0,0,02,20
CBB7,2300.0,50.0,0,11,29
CBB9,2800.0,50.0,0,12,30
CBBC,3700.0,75.0,0,13,31
CBD5,2000.0,75.0,0,12,30
CBE2,3000.0,100.0,0,03,21
CBF2,2400.0,60.0,0,03,21
CBF3,2100.0,100.0,0,18,36
CBF9,2900.0,150.0,0,16,34
CBG2,2575.0,40.0,0,18,36
CBH2,4520.0,100.0,0,12,30
CBH5,3600.0,100.0,0,18,36
CBJ4,3412.0,60.0,0,07,25
CBK6,2700.0,150.0,0,07,25
CBK7,3000.0,80.0,0,07,25
CBL3,4000.0,50.0,0,12,30
CBL6,2600.0,100.0,0,16,34
CBL9,4000.0,45.0,0,18,36
CBM5,5000.0,40.0,0,01,19
CBM6,3500.0,125.0,0,08,26
CBN7,2135.0,100.0,0,11,29
CBN9,4500.0,50.0,0,12,30
CBQ2,1800.0,100.0,0,08,26
CBQ8,3350.0,200.0,0,02,20
CBR2,3700.0,60.0,0,07,25
CBR3,4500.0,50.0,0,17,35
CBS2,1490.0,59.0,0,03,21
CBS2,3058.0,69.0,0,12,30
CBS4,2460.0,65.0,0,16,34
CBS7,1900.0,45.0,0,08,26
CBS8,3952.0,75.0,0,12,30
CBT3,2200.0,75.0,0,02,20
CBT6,2300.0,50.0,0,04,22
CBU2,3600.0,50.0,0,09,27
CBW2,3000.0,75.0,0,17,35
CBW3,5000.0,40.0,0,13,31
CBW4,4200.0,150.0,0,14,32
CBX7,4000.0,100.0,0,01,19
CBZ9,3900.0,75.0,0,08,26
CCA3,2400.0,100.0,0,08,26
CCA3,3600.0,100.0,0,14,32
CCA5,3500.0,35.0,0,09,27
CCA6,2200.0,75.0,0,14,32
CCA7,2500.0,50.0,0,09,27
CCA9,1800.0,150.0,0,17,35
CCC2,2999.0,75.0,0,15,33
CCD2,2800.0,75.0,0,10,28
CCD3,3000.0,75.0,0,13,31
CCD4,2500.0,75.0,0,06,24
CCE2,,,0,08,26
CCE2,,,0,13,31
CCE3,4021.0,53.0,0,02,20
CCE4,2500.0,75.0,0,16,34
CCE6,1200.0,60.0,0,06,24
CCE6,900.0,50.0,0,18,36
CCE7,86.0,86.0,0,H1,
CCF4,2400.0,100.0,0,15,33
CCF9,2400.0,100.0,0,05,23
CCG3,3000.0,80.0,0,05,23
CCG4,3000.0,80.0,0,08,26
CCH4,2500.0,,0,10,28
CCI9,1700.0,75.0,0,15,33
CCJ3,4000.0,60.0,0,02,20
CCK3,3000.0,75.0,0,16,34
CCK4,2200.0,75.0,0,05,23
CCK5,2191.0,80.0,0,09,27
CCL7,1300.0,100.0,0,11,29
CCL9,3400.0,75.0,0,08,26
CCM3,3100.0,60.0,0,16,34
CCM4,2700.0,50.0,0,08,26
CCN2,3000.0,75.0,0,06,24
ccn3,2550.0,50.0,1,16,34
CCN4,2600.0,120.0,0,09,27
CCN4,3300.0,120.0,0,15,33
CCN4,3300.0,120.0,0,18,36
CCP2,,,0,06,24
CCP2,3930.0,75.0,0,07,25
CCP4,2500.0,75.0,0,12,30
CCQ3,3000.0,150.0,0,05,23
CCQ3,5000.0,150.0,0,09,27
CCQ3,5000.0,150.0,0,15,33
CCR3,5400.0,100.0,0,18,36
CCS3,3000.0,75.0,0,14,32
CCS4,4022.0,50.0,0,09,27
CCS5,2090.0,260.0,0,07,25
CCS5,2860.0,235.0,0,11,29
CCT2,3400.0,100.0,0,18,36
CCU2,1352.0,80.0,0,10,28
CCV4,2300.0,75.0,0,08,26
CCW3,3500.0,75.0,0,10,28
CCW4,2500.0,100.0,0,02,20
CCW4,2400.0,100.0,0,09,27
CCW4,1600.0,150.0,0,15,33
CCX3,4000.0,75.0,0,04,22
CCY3,3000.0,60.0,0,04,22
CCZ2,2500.0,75.0,0,11,29
CCZ3,3933.0,75.0,0,08,26
CCZ4,2500.0,75.0,0,01,19
CCZ5,2000.0,40.0,0,05,23
CD-0001,5676.0,,0,02,20
CD00,100.0,100.0,0,H1,
CD01,3000.0,85.0,0,05,23
CD02,1600.0,30.0,0,18,36
CD03,4500.0,30.0,0,08,26
CD03,1000.0,50.0,0,17,35
CD04,75.0,30.0,0,H1,
CD05,2600.0,40.0,0,N,S
CD06,80.0,30.0,0,H1,
CD07,40.0,40.0,0,H1,
CD09,2900.0,50.0,0,08,26
CD10,3000.0,80.0,0,06,24
CD10,3000.0,80.0,0,08,26
CD11,300.0,100.0,0,H1,
CD12,50.0,50.0,0,H1,
CD13,2300.0,30.0,0,08,26
CD14,2600.0,60.0,0,17,35
CD15,4100.0,60.0,0,16,34
CD16,100.0,100.0,0,H1,
CD17,2200.0,30.0,0,08,26
CD18,100.0,100.0,0,H1,
CD19,100.0,100.0,0,H1,
CD20,1750.0,40.0,0,16,34
CD21,100.0,100.0,0,H1,
CD22,40.0,40.0,0,H1,
CD23,2150.0,60.0,0,18,36
CD24,22.0,22.0,0,H1,
CD25,100.0,100.0,0,H1,
CD26,100.0,100.0,0,H1,
CD27,30.0,30.0,0,H1,
CD28,1800.0,40.0,0,16,34
CD29,100.0,100.0,0,H1,
CD30,100.0,100.0,0,H1,
CD31,50.0,50.0,0,H1,
CD32,3200.0,50.0,0,04,22
CD33,100.0,100.0,0,H1,
CD34,100.0,100.0,0,H1,
CD35,100.0,100.0,0,H1,
CD36,100.0,100.0,0,H1,
CD37,100.0,100.0,0,H1,
CD38,100.0,100.0,0,H1,
CD39,2500.0,60.0,0,08,26
CD40,100.0,100.0,0,H1,
CD41,100.0,100.0,0,H1,
CD42,100.0,100.0,0,H1,
CD43,100.0,100.0,0,H1,
CD44,100.0,100.0,0,H1,
CD45,2100.0,300.0,0,NE,SW
CD46,20.0,20.0,0,H1,
CD47,45.0,45.0,0,H1,
CD48,3500.0,80.0,0,09,27
CD49,100.0,100.0,0,H1,
CD50,100.0,100.0,0,H1,
CD52,100.0,100.0,0,H1,
CD53,40.0,40.0,0,H1,
CD54,100.0,100.0,0,H1,
CD55,100.0,100.0,0,H1,
CD56,100.0,100.0,0,H1,
CD57,100.0,100.0,0,H1,
CD59,100.0,100.0,0,H1,
CD62,100.0,100.0,0,H1,
CD63,100.0,100.0,0,H1,
CD65,100.0,100.0,0,H1,
CD66,100.0,100.0,0,H1,
CD68,100.0,100.0,0,H1,
CD69,4400.0,80.0,0,16,34
CD70,100.0,100.0,0,H1,
CD71,500.0,100.0,0,H1,
CD72,100.0,100.0,0,H1,
CD74,100.0,100.0,0,H1,
CD75,100.0,100.0,0,H1,
CD77,100.0,100.0,0,H1,
CD78,100.0,100.0,0,H1,
CD79,100.0,100.0,0,H1,
CD80,100.0,100.0,0,H1,
CD81,100.0,100.0,0,H1,
CD82,3515.0,150.0,0,17,35
CD97,1375.0,60.0,0,16,34
CD99,1800.0,50.0,0,17,35
CDA4,3000.0,75.0,0,13,31
CDA5,3000.0,75.0,0,18,36
CDA6,1660.0,50.0,0,11,29
CDC4,3000.0,100.0,0,11,29
CDD,8000.0,1000.0,0,07W,25W
CDD,7000.0,1000.0,0,16W,34W
CDD3,1800.0,40.0,0,07,25
CDE,70.0,70.0,0,H1,
CDF7,18.0,18.0,0,H1,
CDH1,3080.0,60.0,0,05,23
CDH3,1500.0,70.0,0,16,34
CDJ4,3979.0,60.0,0,14,32
CDK,2355.0,100.0,0,05,23
CDL7,7894.0,246.0,0,17,35
CDL8,1800.0,60.0,0,12,30
CDO2,2400.0,75.0,0,12,30
CDT5,5024.0,74.0,0,09,27
CDU6,3996.0,50.0,0,11,29
CDU8,80.0,80.0,0,H1,
CDU9,2400.0,30.0,0,05,23
CDU9,3500.0,60.0,0,09,27
CDV2,4003.0,47.0,0,05,23
CDY3,3000.0,75.0,0,11,29
CDY6,1728.0,30.0,0,15,33
CEA3,1800.0,50.0,0,04,22
CEA3,3650.0,75.0,0,10,28
CEA5,3000.0,75.0,0,07,25
CEA6,3500.0,75.0,0,05,23
CEB5,,,0,03,21
CEB5,3492.0,75.0,0,04,22
CEB8,2025.0,100.0,0,10,28
CEC3,3500.0,100.0,0,08,26
CEC4,4300.0,100.0,0,02,20
CED2,4129.0,75.0,0,07,25
CED3,2200.0,75.0,0,04,22
CED3,3000.0,75.0,0,14,32
CED4,2950.0,75.0,0,10,28
CED5,3000.0,75.0,0,05,23
CED5,2000.0,75.0,0,13,31
CED6,2350.0,75.0,0,16,34
CED8,1900.0,50.0,0,04,22
CEE4,3700.0,150.0,0,04,22
CEE5,3544.0,100.0,0,07,25
CEE6,2900.0,100.0,0,06,24
CEE8,2950.0,75.0,0,13,31
CEF2,2000.0,60.0,0,05,23
CEF3,3000.0,75.0,0,05,23
CEF4,2914.0,100.0,1,04,22
CEF4,2926.0,100.0,1,10,28
CEF4,5000.0,100.0,0,12,30
CEF4,2918.0,100.0,1,16,34
CEF6,2950.0,75.0,0,10,28
CEG2,1400.0,75.0,0,07,25
CEG2,2800.0,100.0,0,13,31
CEG3,3000.0,74.0,0,16,34
CEG4,3500.0,75.0,0,16,34
CEG5,3000.0,100.0,0,10,28
CEG8,4737.0,,0,03,21
CEH2,3014.0,300.0,0,07,25
CEH2,2230.0,200.0,0,14,32
CEH3,3097.0,75.0,0,16,34
CEH4,3015.0,150.0,0,10,28
CEH4,2931.0,150.0,0,16,34
CEH5,3540.0,75.0,0,12,30
CEH6,5001.0,75.0,0,12,30
CEJ3,3000.0,75.0,0,07,25
CEJ4,3100.0,100.0,0,03,21
CEJ4,3100.0,100.0,1,09,27
CEJ4,3100.0,100.0,1,14,32
CEJ5,4500.0,100.0,0,13,31
CEJ6,4492.0,75.0,0,07,25
CEK6,2950.0,75.0,0,11,29
CEL3,2400.0,50.0,0,11,29
CEL4,1800.0,100.0,0,02,20
CEL4,3535.0,75.0,0,12,30
CEL4,1418.0,60.0,0,15,33
CEL5,3300.0,75.0,0,07,25
CEL6,2900.0,75.0,0,12,30
CEM4,3025.0,100.0,0,04,22
CEM4,3025.0,100.0,0,10,28
CEM4,3025.0,100.0,0,16,34
CEM5,4500.0,100.0,0,10,28
CEN2,2950.0,75.0,0,07,25
CEN3,3000.0,75.0,0,11,29
CEN4,3000.0,75.0,0,07,25
CEN4,2950.0,75.0,1,14,32
CEN5,3000.0,75.0,0,07,25
CEN6,2950.0,75.0,0,05,23
CEP3,3500.0,100.0,0,07,25
CEP5,4500.0,100.0,0,13,31
CEP6,2952.0,75.0,0,06,24
CEQ3,4500.0,100.0,0,13,31
CEQ4,4363.0,65.0,0,07,25
CEQ5,5000.0,100.0,0,08,26
CER2,3000.0,75.0,0,13,31
CER3,5066.0,75.0,0,14,32
CER4,5437.0,100.0,0,11,29
CER5,2200.0,100.0,0,11,29
CES2,3000.0,75.0,0,02,20
CES3,3200.0,75.0,1,08,26
CES3,86.0,86.0,0,PAD,PAD
CES4,3000.0,75.0,0,10,28
CET2,5000.0,100.0,0,08,26
CET4,3000.0,100.0,0,13,31
CET9,2500.0,60.0,0,10,28
CEU2,3000.0,75.0,0,07,25
CEV2,3200.0,100.0,0,12,30
CEV3,4000.0,100.0,0,13,31
CEV5,2950.0,75.0,0,12,30
CEV7,3000.0,75.0,0,10,28
CEW3,3500.0,100.0,0,08,26
CEW5,2953.0,75.0,0,05,23
CEX3,3876.0,100.0,0,12,30
CEX5,2460.0,100.0,0,16,34
CEX9,4000.0,75.0,0,16,34
CEY3,3000.0,75.0,0,06,24
CEZ3,2950.0,75.0,0,10,28
CEZ4,3000.0,100.0,0,08,26
CFA2,85.0,85.0,0,H1,
CFA5,2400.0,100.0,0,03,21
CFB3,2600.0,100.0,0,02,20
CFB3,2800.0,100.0,0,11,29
CFB4,3000.0,75.0,0,04,22
CFB5,2000.0,100.0,0,07,25
CFB6,4560.0,100.0,0,08,26
CFB7,5000.0,100.0,0,17,35
CFC6,2500.0,45.0,0,13,31
CFC7,2950.0,75.0,0,14,32
CFD4,3000.0,75.0,0,05,23
CFD5,2940.0,75.0,0,07,25
CFD9,2500.0,60.0,0,16,34
CFE6,2800.0,100.0,0,18,36
CFF2,2400.0,100.0,0,09,27
CFF3,2400.0,100.0,0,13,31
CFF7,3406.0,120.0,1,03,21
CFF7,5036.0,120.0,0,11,29
CFF9,2000.0,60.0,0,16,34
CFG3,3000.0,75.0,0,13,31
CFG4,2950.0,75.0,0,07,25
CFG5,3360.0,90.0,0,06,24
CFG6,6890.0,148.0,0,16,34
CFG7,2000.0,100.0,0,06,24
CFH2,100.0,100.0,0,H1,
CFH4,4885.0,75.0,0,15,33
CFH8,2400.0,90.0,0,07,25
CFK2,2950.0,75.0,0,10,28
CFK3,2300.0,50.0,0,09,27
CFK4,2950.0,78.0,0,10,28
CFK6,3700.0,200.0,0,01,19
CFK6,4400.0,300.0,0,14,32
CFL2,3500.0,75.0,0,02,20
CFL9,2500.0,75.0,0,07,25
CFM2,2700.0,75.0,0,08,26
CFM4,2953.0,75.0,0,07,25
CFM5,4425.0,75.0,0,12,30
CFM6,2400.0,150.0,0,11,29
CFM7,3000.0,75.0,0,08,26
CFN4,4400.0,200.0,0,11,29
CFN5,4400.0,100.0,0,07,25
CFN7,1968.0,75.0,0,05,23
CFN7,4285.0,75.0,0,15,33
CFP5,2200.0,70.0,0,16,34
CFP7,7349.0,82.0,0,12,30
CFQ4,4000.0,100.0,0,07,25
CFQ7,3000.0,50.0,0,09,27
CFR2,2700.0,50.0,0,16,34
CFR7,2868.0,,0,07,25
CFS4,2500.0,,0,02,20
CFS5,3000.0,75.0,0,06,24
CFS6,5900.0,100.0,0,13,31
CFS7,2917.0,,0,08,26
CFS8,3300.0,75.0,0,04,22
CFT2,2700.0,55.0,0,07,25
CFT5,3760.0,,0,14,32
CFT8,3872.0,75.0,0,07,25
CFT9,4300.0,50.0,0,12,30
CFU3,2600.0,450.0,0,10,28
CFU4,3000.0,75.0,0,07,25
CFU8,3100.0,65.0,0,10,28
CFV2,2950.0,75.0,0,16,34
CFV3,3600.0,75.0,0,10,28
CFV6,4000.0,100.0,0,10,28
CFV7,30.0,30.0,0,H1,
CFV8,86.0,86.0,0,H1,
CFW2,2200.0,50.0,0,15,33
CFW4,2400.0,75.0,0,16,34
CFX2,3025.0,50.0,0,16,34
CFX3,3000.0,50.0,0,10,28
CFX4,5577.0,100.0,0,07,25
CFX6,2100.0,135.0,0,05,23
CFX6,2950.0,75.0,0,16,34
CFX8,1057.0,38.0,0,08,26
CFX8,2029.0,55.0,0,16,34
CFY2,3000.0,75.0,0,13,31
CFY4,1930.0,75.0,0,09,27
CFY4,2450.0,75.0,0,16,34
CFY6,3825.0,75.0,0,06,24
CFZ3,1700.0,65.0,0,06,24
CFZ5,2000.0,60.0,0,16,34
CGA,10000.0,2000.0,0,N,S
CGB2,1400.0,65.0,0,07,25
CGB2,2700.0,100.0,0,16,34
CGB3,1320.0,60.0,0,05,23
CGC,,,0,,
CGC,3543.0,98.0,0,08,26
CGL2,3000.0,100.0,0,01,19
CGR3,5240.0,150.0,0,15,33
CGS2,2999.0,98.0,0,14,32
CGS2,6564.0,260.0,0,16,34
CGV2,1885.0,70.0,0,08,26
CGV2,2108.0,70.0,0,18,36
CGV4,2100.0,75.0,0,14,32
CGV6,2200.0,75.0,0,05,23
CGV6,1900.0,75.0,0,13,31
CH-0001,82.0,82.0,0,H1,
CHC5,5354.0,200.0,0,14,32
CHD4,2300.0,60.0,0,08,26
CHF2,2800.0,90.0,0,07,25
CHG2,2000.0,100.0,0,09,27
CHL2,3070.0,75.0,0,11,29
CHL2,2100.0,75.0,0,18,36
CHP,3650.0,80.0,0,08,26
CJA3,3937.0,75.0,0,10,28
CJA3,2300.0,100.0,0,17,35
CJA5,3665.0,75.0,0,03,21
CJB2,2300.0,130.0,0,17,35
CJB3,3000.0,75.0,0,14,32
CJB5,1525.0,40.0,0,01,19
CJB5,2700.0,80.0,0,08,26
CJB6,2500.0,65.0,0,16,34
CJB8,3000.0,75.0,0,08,26
CJC2,2100.0,60.0,0,08,26
CJC2,1900.0,35.0,0,17,35
CJC3,3400.0,65.0,0,13,31
CJC4,2400.0,75.0,0,15,33
CJC5,3340.0,40.0,0,02,20
CJC5,3000.0,75.0,0,12,30
CJC6,3650.0,120.0,0,07,25
CJC8,2220.0,70.0,0,17,35
CJD3,2660.0,75.0,0,09,27
CJD3,1800.0,75.0,0,17,35
CJD5,3000.0,75.0,0,09,27
CJE2,3000.0,100.0,0,11,29
CJE3,3000.0,75.0,0,06,24
CJE3,4000.0,75.0,0,12,30
CJE4,3510.0,75.0,0,03,21
CJE5,2600.0,180.0,0,16,34
CJE6,2600.0,75.0,0,08,26
CJE7,2500.0,90.0,0,14,32
CJF3,3900.0,75.0,0,14,32
CJF4,1350.0,,0,08,26
CJF4,3150.0,,0,16,34
CJF5,4000.0,60.0,0,11,29
CJF8,2500.0,75.0,0,09,27
CJG2,2500.0,60.0,0,08,26
CJH2,2525.0,90.0,0,08,26
CJH3,2732.0,130.0,0,12,30
CJH4,2930.0,70.0,0,09,27
CJH8,2140.0,70.0,0,08,26
CJJ,2949.0,50.0,0,15,33
CJJ2,2650.0,100.0,0,17,35
CJJ4,3980.0,75.0,0,08,26
CJJ4,2218.0,100.0,0,17,35
CJJ5,2400.0,75.0,0,16,34
CJJ8,3000.0,75.0,0,11,29
CJK2,3600.0,60.0,0,12,30
CJK3,3150.0,75.0,0,09,27
CJK3,,,0,10,28
CJK4,3000.0,75.0,0,08,26
CJK5,2175.0,30.0,0,03,21
CJK5,2650.0,40.0,0,17,35
CJK9,2525.0,150.0,0,07,25
CJL2,6000.0,100.0,0,07,25
CJL4,3000.0,75.0,0,11,29
CJL5,3000.0,180.0,0,09,27
CJL5,2500.0,200.0,0,17,35
CJL6,2000.0,80.0,0,08,26
CJL6,3248.0,75.0,0,17,35
CJL8,6150.0,,0,02,20
CJL9,2625.0,90.0,0,07,25
CJM2,2550.0,100.0,0,11,29
CJM4,2500.0,75.0,0,17,35
CJM5,3625.0,60.0,0,07,25
CJM6,2400.0,100.0,0,17,35
CJN2,2500.0,75.0,0,16,34
CJN4,2950.0,150.0,0,08,26
CJN4,2850.0,150.0,0,13,31
CJN7,2625.0,60.0,0,10,28
CJP2,2550.0,125.0,0,11,29
CJP2,1600.0,120.0,0,17,35
CJP6,2870.0,65.0,0,06,24
CJP7,4250.0,100.0,0,07,25
CJP9,3320.0,88.0,0,04,22
CJQ2,3000.0,65.0,0,11,29
CJQ3,3150.0,75.0,0,10,28
CJQ4,3100.0,75.0,0,05,23
CJQ4,1565.0,75.0,0,17,35
CJQ5,2900.0,80.0,0,14,32
CJQ6,3700.0,120.0,0,03,21
CJQ8,3522.0,,0,13,21
CJQ8,2615.0,,0,14,32
CJQ9,3450.0,80.0,0,17,35
CJR2,3000.0,75.0,0,11,29
CJR3,3270.0,50.0,0,08,26
CJR3,2798.0,65.0,0,17,35
CJR4,3000.0,75.0,0,11,29
CJR4,1950.0,50.0,0,16,34
CJR5,2050.0,75.0,0,08,26
CJR5,2695.0,95.0,0,18,36
CJR7,3400.0,150.0,0,17,35
CJR8,2600.0,50.0,0,17,35
CJR9,3050.0,65.0,0,08,26
CJS2,4625.0,50.0,0,18,36
CJS3,5280.0,120.0,0,16,34
CJS4,2953.0,75.0,0,12,30
CJS5,3200.0,75.0,0,12,30
CJS7,1960.0,125.0,0,08,26
CJT2,2575.0,110.0,0,03,21
CJT3,3950.0,110.0,0,03,21
CJT4,2950.0,85.0,0,10,28
CJT5,2000.0,40.0,0,08,26
CJT5,2250.0,65.0,0,17,35
CJT8,3000.0,70.0,0,08,26
CJT9,2400.0,50.0,0,12,30
CJT9,3400.0,75.0,0,16,34
CJU3,2400.0,60.0,0,16,34
CJU4,2500.0,75.0,0,10,28
CJU4,1840.0,75.0,0,17,35
CJU5,2750.0,75.0,0,10,28
CJU6,2500.0,45.0,0,08,26
CJU6,3250.0,100.0,0,17,35
CJU7,2540.0,60.0,0,12,30
CJV2,2600.0,75.0,0,16,34
CJV4,2500.0,75.0,0,18,36
CJV5,3510.0,75.0,0,04,22
CJV7,3500.0,100.0,0,17,35
CJV8,3119.0,75.0,0,13,31
CJV9,2165.0,75.0,0,02,20
CJV9,2600.0,75.0,0,10,28
CJW2,2650.0,75.0,0,09,27
CJW3,2400.0,200.0,0,10,28
CJW4,,,0,01,19
CJW4,2850.0,75.0,0,18,36
CJW5,1900.0,75.0,0,14,32
CJW5,3400.0,75.0,0,17,35
CJW7,5100.0,100.0,0,17,35
CJX,1997.0,60.0,0,13,31
CJX4,2575.0,75.0,0,07,25
CJX5,2200.0,80.0,0,08,26
CJX5,2900.0,100.0,0,14,32
CJX7,1500.0,,0,,
CJY3,2200.0,160.0,0,08,26
CJY3,3000.0,75.0,0,14,32
CJY3,2100.0,200.0,0,17,35
CJY4,3000.0,75.0,0,05,23
CJY5,2950.0,100.0,0,17,35
CJZ2,1950.0,75.0,0,09,27
CJZ2,2800.0,90.0,0,14,32
CJZ2,2050.0,75.0,0,18,36
CJZ3,3000.0,75.0,0,08,26
CJZ4,2430.0,120.0,0,08,26
CJZ5,2050.0,115.0,0,13,31
CKA4,2875.0,90.0,0,12,30
CKA8,3000.0,90.0,0,01,19
CKA9,2125.0,90.0,0,03,21
CKB2,3000.0,75.0,0,14,32
CKB6,3600.0,100.0,0,12,30
CKB7,3510.0,75.0,0,13,31
CKB8,2575.0,100.0,0,14,32
CKC6,4400.0,90.0,0,08,26
CKC7,2400.0,150.0,0,08,26
CKC8,2500.0,100.0,0,08,26
CKC9,2600.0,100.0,0,17,35
CKD2,2550.0,60.0,0,08,26
CKD2,2540.0,90.0,0,17,35
CKD5,3000.0,75.0,0,09,27
CKD7,3500.0,70.0,0,17,35
CKD9,3500.0,100.0,0,10,28
CKE2,2500.0,100.0,0,08,26
CKE8,1065.0,60.0,0,02,20
CKE8,3000.0,75.0,0,11,29
CKF2,2475.0,75.0,0,17,35
CKF4,2950.0,100.0,0,07,25
CKF6,2350.0,60.0,0,07,25
CKF6,2400.0,50.0,0,17,35
CKF8,1800.0,75.0,0,09,27
CKF9,3020.0,70.0,0,08,26
CKG2,3000.0,100.0,0,17,35
CKG5,2570.0,100.0,0,08,26
CKG8,2120.0,130.0,0,09,27
CKH2,3950.0,100.0,0,12,30
CKH3,3000.0,100.0,0,13,31
CKH7,2500.0,80.0,0,16,34
CKH8,3700.0,30.0,0,15,33
CKJ2,2050.0,40.0,0,17,35
CKJ4,2700.0,100.0,0,11,29
CKJ7,1900.0,125.0,0,08,26
CKJ7,3000.0,275.0,0,13,31
CKJ7,2550.0,200.0,0,17,35
CKJ8,4360.0,90.0,0,09,27
CKJ9,2000.0,75.0,0,08,26
CKK2,3500.0,75.0,0,16,34
CKK4,2215.0,50.0,0,03,21
CKK4,2430.0,75.0,0,12,30
CKK5,2500.0,150.0,0,02,20
CKK5,2300.0,200.0,0,14,32
CKK7,3100.0,100.0,0,17,35
CKK7,,,0,18,36
CKL2,3000.0,90.0,0,11,29
CKL3,3500.0,100.0,0,16,34
CKL5,3289.0,75.0,0,10,28
CKL6,2200.0,40.0,0,02,20
CKL9,2565.0,80.0,0,14,32
CKM2,3300.0,115.0,0,06,24
CKM4,3150.0,50.0,0,18,36
CKM6,2600.0,75.0,0,12,30
CKM8,4850.0,100.0,0,12,30
CKN5,2900.0,100.0,0,11,29
CKN8,2200.0,50.0,0,06,24
CKP2,3000.0,50.0,0,17,35
CKQ2,3000.0,200.0,0,02,20
CKQ3,3500.0,100.0,0,13,31
CKQ5,3012.0,75.0,0,08,26
CKQ6,3000.0,75.0,0,09,27
CKQ7,2800.0,75.0,0,10,28
CKQ7,2650.0,75.0,0,18,36
CKQ8,5280.0,100.0,0,18,36
CKQ9,3950.0,100.0,0,04,22
CKR3,2600.0,125.0,0,17,35
CKR4,2680.0,75.0,0,06,24
CKR4,3850.0,84.0,0,12,30
CKR5,2660.0,65.0,0,08,26
CKR7,2665.0,70.0,0,08,26
CKR9,3077.0,100.0,0,17,35
CKS3,2500.0,75.0,0,04,22
CKS6,1500.0,40.0,0,07,25
CKS6,2700.0,55.0,0,11,29
CKS7,2500.0,75.0,0,10,28
CKS8,3185.0,40.0,0,18,36
CKS9,2400.0,70.0,0,13,31
CKT5,2050.0,75.0,0,11,29
CKT5,1870.0,75.0,0,17,35
CKT7,2700.0,100.0,0,11,29
CKU,1800.0,60.0,0,06,24
CKU,8000.0,3000.0,0,09W,27W
CKU2,2600.0,90.0,0,09,27
CKU2,1750.0,65.0,0,17,35
CKU4,4000.0,150.0,0,07,25
CKU5,2300.0,75.0,0,17,35
CKU6,2200.0,100.0,0,08,26
CKU7,2600.0,60.0,0,07,25
CKU7,3300.0,75.0,0,13,31
CKU7,2500.0,75.0,0,17,35
CKV2,2500.0,,0,17,35
CKV6,2450.0,75.0,0,17,35
CKV7,2600.0,135.0,0,16,34
CKW6,1770.0,50.0,0,04,22
CKX,2500.0,60.0,0,13,31
CKX2,2500.0,100.0,0,13,31
CKX3,2375.0,75.0,0,15,33
CKX4,1600.0,90.0,0,17,35
CKX5,2150.0,75.0,0,04,22
CKX8,3300.0,65.0,0,15,33
CKY2,2500.0,65.0,0,10,28
CKY6,2425.0,100.0,0,08,26
CKY6,1680.0,100.0,0,17,35
CKZ2,2400.0,100.0,0,11,29
